title,id,author,date,doi,type
crystal structure of melphalan hydrochloride and its association with caffeine improves its antineoplastic action,40454050,"['da silva jp, cristina da silva batista c, schumacher ml, rodriguez s, talevi a, haddad p, castro gr, ferreira ff.']",2025,10.1021/acsomega.5c01538,TypeEnum.ARTICLE
use of nervous system medications with fetal risk before and during pregnancy in an argentine social security system,41401410,"['alvarez rotondo ca, marin gh, marin l, mollo s, urtasun ma, canas m.']",2025,10.18597/rcog.4347,TypeEnum.ARTICLE
"'the last of them': entomopathogenic effect of akanthomyces muscarius on the scale insect pest toumeyella parvicornis under laboratory conditions, a potential biological control candidate",40974186,"['di sora n, turco s, brugneti f, isoli f, mazzaglia a, contarini m, speranza s, rossini l.']",2025,10.1111/ppl.70533,TypeEnum.ARTICLE
"degradation, cytotoxicity, and antibacterial properties of fe-mg powders in simulated body fluids",41166770,"['estrada rg, fagali ns, multigner m, lozano rm, pacha-olivenza m, gonzalez-martin ml, lieblich m.']",2026,10.1016/j.colsurfb.2025.115213,TypeEnum.ARTICLE
soil-mimicking microfluidic devices reveal restricted flagellar motility of bradyrhizobium diazoefficiens under microconfinement,40281045,"['monteiro mp, carrillo-mora jp, gutierrez n, montagna s, lodeiro ar, cordero ml, marconi vi.']",2025,10.1038/s42003-025-07811-8,TypeEnum.ARTICLE
escaping from flatland: 3d carborane-based bioisosteres of erlotinib as potential anticancer agents,41179166,"['davila b, vignolo p, gonzalez i, lecot n, bonanata jn, garcia mf, echeverria ga, piro oe, cerecetto h, couto m.']",2025,10.1021/acsomega.5c07982,TypeEnum.ARTICLE
humulus lupulus promoting osteoblast activity and bone integrity: effects and mechanisms,40427771,"['wanionok ne, colareda ga, fernandez jm.']",2025,10.3390/biology14050582,TypeEnum.ARTICLE
novel oral papaya-based preventive and therapeutic vaccine for controlling different zoonotic taeniid parasites: current advances,41066986,"['hernandez m, caltempa ao, villalobos n, elisondo mc, guzman c, hernandez-aceves ja, aguilar l, flores-perez i, martinez jj, elguea zarate sd, prieto mjp, meneses g, chea rh, sifontes-rodriguez s, sako y, cardoso-taketa a, villarreal ml, bobes rj, rosas g, fragoso g, sciutto e.']",2025,10.1016/j.vaccine.2025.127818,TypeEnum.ARTICLE
transcriptome analysis of the fat body of the maize pest delphacodes kuscheli (hemiptera: delphacidae) reveals essential roles of fungal endosymbionts,40650753,"['pascual a, calabresi f, fuente d, catalano mi, brentassi me.']",2025,10.1007/s00248-025-02572-7,TypeEnum.ARTICLE
distinctive clinical patterns and management trends in late-onset psoriatic arthritis: data from argentina's reccapso registry,40657284,"['medina ga, fenucci m, magri s, abdala m, arias t, abdala b, abbas l, chandran v, garcia-salinas r.']",2025,10.1177/1759720x251356206,TypeEnum.ARTICLE
antifungal peptides smap(a1-21) and smap(g27-44) designed from different loops of defsm2-d have distinct modes of action,40426497,"['iturralde m, bracho jp, valdivia-perez ja, guzman f, malbran i, mate sm, fanani ml, vairo cavalli s.']",2025,10.3390/antibiotics14050430,TypeEnum.ARTICLE
discovery of tumor antigens in renal cell carcinoma and prospects for clinical application,41972142,"['kagirova e, enikeeva k, mukhamadeev r, asadullina d, sharifyanova y, shmelkova p, gainullina d, trifonova d, gattinger p, docena g, dubovets a, tulaeva i, karaulov a, valenta r, pavlov v.']",2026,10.3389/fimmu.2026.1771006,TypeEnum.ARTICLE
strain-specific quantification of wolbachia density in subtropical argentinean aedes albopictus: effects of tissue location and longevity,41098413,"['chuchuy a, rodriguero ms, micieli mv.']",2025,10.3389/finsc.2025.1655459,TypeEnum.ARTICLE
triatomines outside the americas: a comprehensive dataset for the global surveillance of chagas disease vectors,40909334,"['ceccarelli s, vicente me, liu q, zhou xn, wu d, balsalobre a, bruno ea, barboza se, valente r, marti ga.']",2025,10.46471/gigabyte.163,TypeEnum.ARTICLE
"editorial: mammarenaviruses: pathogenesis, transmission, and treatment",40406349,"['gomez rm, diskin r, paessler s.']",2025,10.3389/fmicb.2025.1615588,TypeEnum.ARTICLE
"landscape genomics and evolutionary history of megamelus scutellaris, a biocontrol agent of the invasive water hyacinth (pontederia crassipes)",41717537,"['salinas na, poveda-martinez d, rodriguero ms, smith mc, brentassi me, sosa aj.']",2026,10.1111/eva.70208,TypeEnum.ARTICLE
"sarcoptic mange in a guanaco (lama guanicoe) of northwestern argentina: clinical, histopathological and molecular studies",40248156,"['sosa fe, anello m, ferreyra hdv, medina dm, micheloud jf, borsetti hm, hernandez n, florin-christensen m, romero sr.']",2025,10.1016/j.ijppaw.2025.101062,TypeEnum.ARTICLE
frequency and characteristics of axial involvement in psoriatic arthritis: results from the international multicentre axis study,41896130,"['torgutalp m, almodovar r, azevedo vf, baraliakos x, bosch fvd, braun j, chandran v, coates lc, deodhar a, diekhoff t, fagni f, floris a, gaalen fav, garcia-salinas r, gensler ls, goel n, gottlieb ab, heijde dv, helliwell ps, hermann kga, kalyoncu u, kiltz u, kynaston-pearson f, lambert rg, laxminarayan r, leung yy, llop m, lopez-medina c, lopez-rodriguez a, gentiloni mml, lunteren mv, magrey m, maharaj ab, maldonado-ficco h, maksymowych wp, marzo-ortega h, massarotti m, mathew aj, mease p, nash p, navarro-compan v, ostergaard m, proft f, protopopov m, ranza r, rohekar s, salvarani c, schiotis re, shenker n, sieper j, solmaz d, soriano er, shan tam l, toledo ra, wei jc, ziade n, gladman dd, poddubnyy d.']",2026,10.1016/j.ard.2026.02.025,TypeEnum.ARTICLE
nonlinear dynamics and applications,40724405,"['amigo jm, montani f.']",2025,10.3390/e27070688,TypeEnum.ARTICLE
"repellent, lethal activity, and synergism of cannabis sativa extracts with terpenes against a laboratory colony of triatoma infestans",41225810,"['dade mm, daniele mr, rodriguez s, diaz p, silvestrini mp, schinella gr, marin gh, barrio d, prieto garcia jm.']",2025,10.3390/plants14213258,TypeEnum.ARTICLE
toward harmonized recommendations for psoriatic arthritis: a comparative viewpoint on global guidelines,40750315,"['ribeiro al, bittar m, hamdi w, mathew aj, proft f, ziade n, garcia-salinas r.']",2025,10.3899/jrheum.2025-0491,TypeEnum.ARTICLE
effects of a novel paraburkholderia phage ipk on the phenanthrene degradation efficiency of the pah-degrading strain paraburkholderia caledonica bk,40965595,"['nieto ee, ghanem n, cammarata rv, borim correa f, coppotelli bm, chatzinotas a.']",2025,10.1007/s10532-025-10181-x,TypeEnum.ARTICLE
population-optimized electrode montage approximates individualized optimization in transcranial temporal interference stimulation,40286492,"['yatsuda k, fernandez-corazza m, yu w, gomez-tames j.']",2025,10.1016/j.compbiomed.2025.110223,TypeEnum.ARTICLE
scalable synthesis of nife-layered double hydroxide for efficient anion exchange membrane electrolysis,40610453,"['seijas-da silva a, hartert a, oestreicher v, romero j, jaramillo-hernandez c, muris ljj, thorez g, vieira bjc, ducourthial g, fiocco a, legendre s, huck-iriart c, mizrahi m, lopez-alcala d, freiberg ats, mayrhofer kjj, waerenborgh jc, baldovi jj, cherevko s, varela m, thiele s, lloret v, abellan g.']",2025,10.1038/s41467-025-61356-2,TypeEnum.ARTICLE
cocoon syndrome as a cause of intestinal failure and indication for combined liver-intestine-kidney transplantation,41648874,"['gentilini mv, doeyo m, marco s, illidge pl, pattin f, fraile a, ramisch d, rumbo m, solar h, gondolesi ge.']",2025,10.1016/j.intf.2025.100310,TypeEnum.ARTICLE
[first argentine consensus on the management of schizophrenia: section two. clinical and diagnostic considerations],41528081,"['corrales a, abadi a, bartoli g, benavente pinto c, cabrera a, camino s, corral r, delmonte g, garcia bonetto g, garay cj, gargoloff d, gargoloff p, goldchuk a, iveli mf, jufe g, lamaison f, leiderman e, lopez mato a, marengo e, maresca t, michat md, morra c, prokopez c, ramirez j, rebok f, rubio dominguez e, sotelo d, strejilevich s, toro martinez e, vazquez g, vilaprino jj, vilaprino m, waisman campos m, grasso v, cetkovich-bakmas m, asociacion ayuda familiares personas con esquizofrenia (aafe).']",2026,10.53680/vertex.v36i170.947,TypeEnum.ARTICLE
enhanced skin delivery of amphotericin b: development and evaluation of polymeric nanoparticles using a porcine ear model,41322537,"['maciel-magalhaes m, ybarra de, maza vega d, sosa am, canabarro br, da silva fff, rocha hva, soledad martinez c, prieto mj, delgado if, patricio bfc.']",2025,10.1021/acsomega.5c05091,TypeEnum.ARTICLE
perfluoropropionic acid (cf(3)cf(2)c(o)oh): three conformations and dimer formation,40363694,"['della vedova co, romano rm, stammler hg, mitzel nw.']",2025,10.3390/molecules30091887,TypeEnum.ARTICLE
wheat straw amendment to an oily sludge pretreated with ammonium persulfate and its impact on the indigenous mycobiota,40537368,"['di clemente na, peluffo m, agnello ac, colman d, buceta n, panno mt, saparrat mcn.']",2025,10.1016/j.ram.2025.05.002,TypeEnum.ARTICLE
"decay stages of jurassic wood debris from scotland: evidence for the coevolution of fungal rot, arthropods and the nurse log strategy",40919706,"['sagasti aj, burne s, wyman j, hetherington aj.']",2025,10.1111/nph.70515,TypeEnum.ARTICLE
lectin-histochemical pattern on the cystic and neoplastic ovaries of bitches,40365948,"[""terra jp, almeida tb, rezende lpo, barbeito cg, acuna f, blume gr, eloi rsa, oliveira lb, santos alrm, sant'ana fjf.""]",2025,10.1111/rda.70075,TypeEnum.ARTICLE
"tobacco consumption, gender and caregiving: a case study in argentina",40759491,"['cruces g, puig j, lunghi i, flores munoz m, paraje g.']",2025,10.1136/tc-2025-059272,TypeEnum.ARTICLE
role of the ca(2+)-atpase pump (serca) in capacitation and the acrosome reaction of cryopreserved bull spermatozoa,41369381,"['rodriguez ma, orlowski a, portiansky el, ferrero p.']",2025,10.3390/cells14231892,TypeEnum.ARTICLE
leap2 modulates b-adrenergic triggered cardiac responses and provokes antihypertensive effects,41619965,"['berrio sia, carvalho jh, dutra jb, eliezeck m, scalzo s, ribeiro jvv, mendonca mm, gomes rm, pedrino gr, colombari e, castrogiovanni d, milagros sm, racioppi mf, petroff mv, cantel s, fehrentz ja, guatimosim s, perello m, castro ch, xavier ch.']",2026,10.1016/j.lfs.2026.124243,TypeEnum.ARTICLE
isotope analysis reveals the relevance of local wild plants in diet and maize as an exotic commodity in pre-hispanic patagonia,40399374,"['serna a, prates l, gonzalez venanzi l, saghessi d, mange e, romano v, montalvo-cabrera ja, salazar-garcia dc.']",2025,10.1038/s41598-025-01042-x,TypeEnum.ARTICLE
the congenital apoa1 k107del mutation disrupts the lipid-free conformation of monomeric apoa1 and impairs oligomerization,41167396,"['diaz ludovico i, gonzalez mc, garda ha, vazquez rf, mate s, tricerri ma, ramella na, bedi s, morris j, street se, geh e, clair gc, davidson ws, melchior jt.']",2025,10.1016/j.jlr.2025.100929,TypeEnum.ARTICLE
patient and public involvement in health technology assessment committees: who is free from conflicts of interest?,41163949,"['marin gh, hasdeu s.']",2025,10.33393/grhta.2025.3623,TypeEnum.ARTICLE
ecological packaging: reuse and recycling of rosehip waste to obtain biobased multilayer starch-based material and pla for food trays,40509370,"['monroy y, versino f, garcia ma, rivero s.']",2025,10.3390/foods14111843,TypeEnum.ARTICLE
clove essential oil and eugenol as natural antifungal agents to reduce postharvest losses in melon (cucumis melo),41096876,"['gimenez-santamarina s, torres-pagan n, larran s, rosello j, santamarina mp.']",2025,10.3390/ijms26199603,TypeEnum.ARTICLE
"detection of bovine leukemia virus in argentine, bolivian, paraguayan and cuban native cattle using a quantitative real-time pcr assay-blv-cocomo-qpcr-2",41156616,"['giovambattista g, bao a, marcuzzi o, vega al, rico jap, ortega masague mf, rojas lac, martinez rd, reinosa ou, aida y.']",2025,10.3390/pathogens14101005,TypeEnum.ARTICLE
monte carlo simulations of transverse relaxation for characterization of physicochemical properties of superparamagnetic iron oxide nanoparticles,41284565,"['klunder l, maus b, rivas aiello mb, drakonaki a, holtkamp m, karst u, gatsogiannis c, strassert c, faber c.']",2026,10.1016/j.mri.2025.110553,TypeEnum.ARTICLE
"effects of intrinsic and extrinsic factors on intestinal parasites in a subpopulation of screaming hairy armadillo, chaetophractus vellerosus (xenarthra: chlamyphoridae) from central-eastern argentina",41840112,"['pagnutti n, lacunza j, vercellini c, plez ragusa mc, fux l, minardi g, abba am, ezquiaga mc.']",2026,10.1007/s00436-026-08654-w,TypeEnum.ARTICLE
comparative genomics and biocontrol potential of five bacillus strains isolated from grapevine rhizosphere,41896600,"['lajoinie dm, rocco welsh r, rey c, nilsson jf, toscani am, djurhuus am, sauka d, hansen lh, jofre e, pistorio m.']",2026,10.1038/s41598-026-44555-9,TypeEnum.ARTICLE
exploring the genetic link between coat colour and morphological traits: the case of peruano de paso horse,41007966,"['karlau a, azcona f, molina a, trigo p, sanchez-serrano jp, demyda-peyras s.']",2025,10.3390/ani15182720,TypeEnum.ARTICLE
uncovering fibrocapsa japonica (raphidophyceae) in south america: first taxonomic and toxicological insights from argentinean coastal waters,40864062,"['aguiar juarez d, sunesen i, flores-lenero a, norambuena l, krock b, fuenzalida g, mardones ji.']",2025,10.3390/toxins17080386,TypeEnum.ARTICLE
plasma leap2 concentration is associated with attention and cognitive responses to low-calorie food cues in men depending on body weight status,40759193,"['andreoli mf, francesco pn, titova oe, perello m, schioth hb.']",2025,10.1016/j.physbeh.2025.115049,TypeEnum.ARTICLE
evidence of wild boars as a reservoir of zoonotic hepatitis e virus genotype 3: implications for public health in argentina,41754457,"['williman mm, colina se, di cola g, ozaeta ds, carpinetti bn, pisano mb, re ve, serena ms, echeverria mg, metz ge.']",2026,10.3390/pathogens15020205,TypeEnum.ARTICLE
"dietary modulation of intestinal integrity and functionality in weaned piglets using short-chain fructooligosaccharides, essential oils and sodium humate",41858543,"['decundo jm, mozo j, perez gaudio ds, martinez g, dieguez sn, bianchi cp, eguia vr, mate ml, liron jp, amanto fa, soraci al.']",2026,10.3389/fvets.2026.1771820,TypeEnum.ARTICLE
measuring the quality of species list governance,41907827,"['garnett st, banki o, barik sk, berryman aj, bouchard p, buckeridge j, christidis l, cigliano mm, conix s, crawford-weaver h, van dijk pp, evenhuis nl, hilton-taylor c, hobern d, johnston c, klopper rr, kroh a, le roux m, pape t, pyle rl, raz l, thomas p, thomson s, vandepitte l, wambiji n, zachos fe, lien am.']",2026,10.1093/biosci/biaf071,TypeEnum.ARTICLE
editorial: emerging applications of targeted and non-targeted metabolomics to physiology and pathophysiology,41000104,"['dowling gm, aliani m.']",2025,10.3389/fphys.2025.1686757,TypeEnum.ARTICLE
agrp neuron activity enhances reward-related consummatory behaviors during energy deficit in mice,40760098,"['cassano da, barrile f, reynaldo m, fernandez g, cornejo mp, tolosa mj, heredia mf, ferreira n, fideles hj, francesco pn, schioth hb, rorato r, perello m.']",2025,10.1038/s42003-025-08620-9,TypeEnum.ARTICLE
revisiting hydrogen sorption-desorption in natural rocks,41727732,"['masoudi m, meyra ag, nooraiepour m, mousavi nezhad m, hassanpouryouzband a, hellevang h.']",2026,10.1021/acs.iecr.5c02081,TypeEnum.ARTICLE
"ceratium rhomvoides hickel (dinophyceae): morphology, taxonomic implications, and expanded distribution",41205478,"['erasmus d, boltovskoy a, van vuuren sj, levanets a.']",2025,10.1016/j.protis.2025.126133,TypeEnum.ARTICLE
human milk cortisol is inversely associated with infant bmi and mediates the association between maternal plasma and infant salivary cortisol concentrations,40450153,"['kruger al, malpeli a, sala m, casado c, mendez i, fotia l, tournier a, fasano mv, andreoli mf.']",2025,10.1038/s41366-025-01815-4,TypeEnum.ARTICLE
functional trait network analysis in birds,41290853,"['mendoza rs, carril j, tambussi cp.']",2025,10.1038/s41598-025-25821-8,TypeEnum.ARTICLE
a refined dose metric for nanotoxicology based on surface site reactivity for oxidative potential of engineered nanomaterials,40170906,"['alcolea-rodriguez v, simeone fc, dumit vi, faccani l, toledo v, haase a, coca-lopez n, portela r, banares ma.']",2025,10.1039/d5na00104h,TypeEnum.ARTICLE
integrated in vitro and in silico profiling of piperazinyl thiosemicarbazone derivatives against trypanosoma cruzi: stage-specific activity and enzyme inhibition,41599779,"['baldoni ha, sbaraglini ml, balcazar de, arias dg, guerrero sa, alba soto cd, cieslik w, rogalska m, polanski j, enriz rd, jampilek j, musiol r.']",2026,10.3390/ph19010182,TypeEnum.ARTICLE
impact of african swine fever emergency on the mental health of first responders in the dominican republic,41632742,"['schambow ra, perez ad, santiago rer, alarcon lv, pradhananga ak, perez am.']",2026,10.1371/journal.pone.0342159,TypeEnum.ARTICLE
influence of pesu/pvp based nanofibrous separators on the properties of lnmo cathode based li-ion batteries,41853201,"['kazda t, sedlarikova m, pleha d, tichy j, vyroubal p, maca j, cudek p, capkova d, visintin a.']",2026,10.1039/d5ra09254j,TypeEnum.ARTICLE
inter-stock congruence of long-term changes in macroparasite communities of a small pelagic fish ?an effect of climate change?,41870629,"['marcotegui p, merlo m, gutierrez mp, canel d, buratti c, parietti m, juan t.']",2026,10.1007/s00436-026-08653-x,TypeEnum.ARTICLE
establishing centers of excellence for axial spondyloarthritis in latin america: consensus recommendations from the real-panlar group,41241391,"['garcia-salinas r, baraliakos x, sommerfleck f, soriano er, ribeiro al, avellanal v, badilla j, cachafeiro a, colman n, garro b, vodnizza si, londono j, palleiro d, pacheco-tena c, rios c, then j, ugarte-gil mf, caballero cv, beltran pa, arias-tache rp, cuadros jab, santos-moreno p.']",2026,10.3899/jrheum.2025-0845,TypeEnum.ARTICLE
"four chromosome-scale ampullariid genomes: high-quality resources for ecological, evolutionary, and invasion biology studies",40344091,"['xiong j, gao y, zhou y, ip jc, ituarte s, heras h, qiu jw, sun j.']",2025,10.1093/dnares/dsaf010,TypeEnum.ARTICLE
xylem sap mycobiota in grapevine naturally infected with xylella fastidiosa: a case study: interaction of xylella fastidiosa with sclerotinia sclerotiorum,40647985,"['perello a, romero-munar a, martinez si, busquets a, canellas m, quetglas bm, bosch r, vadell j, cabot c, gomila m.']",2025,10.3390/plants14131976,TypeEnum.ARTICLE
foodborne lactic acid bacteria inactivate planktonic and sessile escherichia coli o157:h7 in a meat processing environment: a physiological and proteomic study,41227642,"['cisneros l, baillo aa, ploper d, valacco mp, moreno s, yantorno o, fusco v, fadda s.']",2025,10.3390/foods14213670,TypeEnum.ARTICLE
"clinical characteristics and severity of rhinovirus/enterovirus-associated hospitalizations: a multicountry analysis from the global influenza hospital surveillance network, 2017-2024",41929668,"['revilla am, raboni sm, giamberardino hig, andrew mk, badar n, baillie v, baumeister e, burtseva e, dbaibo g, dia n, draganescu ac, koul pa, simon v, sordillo e, van bakel h, sominina a, zhang t, lopez-labrador fx, mira-iglesias a, orrico-sanchez a, huang qs, bresee j, ortiz jr, nunes mc, chaves ss.']",2026,10.1093/ofid/ofag146,TypeEnum.ARTICLE
new insights into the effects of serotonin on parkinson's disease and depression through its role in the gastrointestinal tract,38992345,"['sancho-alonso m, sarries-serrano u, miquel-rio l, yanes castilla c, paz v, meana jj, perello m, bortolozzi a.']",2025,10.1016/j.sjpmh.2024.07.002,TypeEnum.ARTICLE
uct scanning effects on adna and a multi-step workflow for archaeological petrous portions,41973767,"['menendez lp, luisi p, lopez-sosa mc, da silva sm, buck lt, kuzminsky sc, sanchez mq, le maitre a, chappard c, rios c, groh h, siles w, hernandez gm, becerra-valdivia l, arguelles jm, yanez b, fuente castro c, tamburrini c, garcia-deister v, contreras-sieck ma, pasqualini s, novellino p, acosta morano c, guevara d, mansegosa d, chiavazza h, giannotti s, tissera l, pastor s, diaz i, grimoldi ms, silva-pinto v, solari a, pessis am, barberena r, rascovan n.']",2026,10.1371/journal.pone.0334682,TypeEnum.ARTICLE
the potential of melatonin in the mitigation of adverse effects of salt stress in basil (ocimum basilicum l.) plants,41168750,"['gonzalez forte lds, garita sa, bernardo vf, ruscitti mf, arango mc, vina sz.']",2025,10.1186/s12870-025-07566-8,TypeEnum.ARTICLE
"development of hybrid nanoparticles based on zr(iv) and perylene-3,4,9,10-tetracarboxylic acid with visible-light photoredox activity",41635498,"['cacciari rd, gonik e, beltran am, mizrahi md, ezquerra riega sd, rodriguez hb, gonzalez mc.']",2026,10.1039/d5ra09148a,TypeEnum.ARTICLE
"advances in fruit and vegetable quality, bioactive compounds, and nutritional value: 2nd edition",40807601,"['gomez-zavaglia a, cassani l.']",2025,10.3390/foods14152665,TypeEnum.ARTICLE
revealing structural brain-cognition relationships in children: a comparison of morphometric similarity and inverse divergence networks,41501562,"['han s, jia h, vilaseca g, vilaro n, duan f, sun z, caiafa cf, sole-casals j.']",2026,10.1007/s12021-025-09764-z,TypeEnum.ARTICLE
il-1b priming triggers an adaptive stress response that enhances pancreatic b-cell resilience to subsequent cytotoxic inflammatory insult,41120257,"['setula c, pensado-evans i, scelza-figueredo a, orellano ms, rodriguez-valero i, spinedi e, mirmira rg, andreone l, perone mj.']",2025,10.1038/s41419-025-08059-0,TypeEnum.ARTICLE
hereditary angioedema diagnosis evaluation score (hades): a new clinical scoring system for predicting hereditary angioedema with c1 inhibitor deficiency,39991622,"['zwiener r, zamora r, galmarini cm, brion l, arias l, pino a, rozenfeld p.']",2025,10.1016/j.jacig.2025.100414,TypeEnum.ARTICLE
measuring the quality of species list contents,41907830,"['pape t, pyle rl, banki o, barik sk, berryman aj, bouchard p, buckeridge j, christidis l, cigliano mm, conix s, crawford-weaver h, van dijk pp, doring m, evenhuis n, hilton-taylor c, hobern d, johnston c, klopper rr, kroh a, le roux m, lien am, raz l, thomson s, vandepitte l, zachos fe, garnett st.']",2026,10.1093/biosci/biaf191,TypeEnum.ARTICLE
mortality of metallo-b-lactamase-producing enterobacterales bacteremias with combined ceftazidime-avibactam plus aztreonam vs. other active antibiotics: a multicenter target trial emulation,40688569,"['huespe ia, huaier arriazu ef, sanchez m, stanek v, pollan ja, bauque s, avila poletti d, monzon v, novelli poisson p, boutet mv, cunto e, chediack v, beloso mt, rucci v, lagostena m, cabrera r, gutierrez mj, gomez mg, arias sg, taffarel c, ivulich d, garzon mi, cornistein w, gira a, kriger sg, duarte l, estenssoro e, mirofsky m, castro mg, vaena m; study group collaborator.']",2025,10.1016/j.lana.2025.101175,TypeEnum.ARTICLE
"a new species of echinodorus (alismatales, alismataceae) from the chaco region with a waterlily soul",41551345,"['calvino pa, lehtonen s, waldbillig m, acuna t, alonso f.']",2026,10.3897/phytokeys.269.170618,TypeEnum.ARTICLE
protein tandem repeats that produce frameshifts can generate new structural states and functions,40988544,"['osmanli z, aldrian g, leclercq j, falgarone t, gomez bergna sm, prada gori dn, oleinikov av, shahmuradov i, kajava av.']",2026,10.1111/febs.70273,TypeEnum.ARTICLE
"the urban triatoma infestans challenge: integrative insights for vector control and chagas prevention policies in san juan, argentina",41491707,"['sanchez-casaccia p, nattero j, piccinali rv, gomez a, ibanez-shimabukuro m, sanmartino m, ceccarelli s, salva l, cano-suarez f, meli s, diaz-nieto lm, provecho y, fernandez mdp, carbajal-de-la-fuente al.']",2026,10.1186/s13071-025-07163-6,TypeEnum.ARTICLE
nutritional myopathy associated with selenium and copper deficiency in beef cattle in argentina,41331964,"['castro dj, margineda ca, mattioli ga, poppenga r, uzal fa.']",2026,10.1177/10406387251392592,TypeEnum.ARTICLE
application of data-centric supervised machine learning to predict phenotypic activity against clinically relevant stages of trypanosoma cruzi,41471029,"['perez-mauad n, alberca ln, schoijet ac, vilchez larrea sc, barrionuevo em, muraca g, sulsen v, alba-soto cd, alonso gd, talevi a.']",2025,10.3390/pharmaceutics17121513,TypeEnum.ARTICLE
coevolution in human small heat shock protein 1 is promoted by interactions between the alpha-crystallin domain and the disordered regions,40323908,"['racigh v, rodriguez sawicki l, bravo fne, fornasari ms.']",2025,10.1371/journal.pone.0321163,TypeEnum.ARTICLE
"integrated ocean governance is needed in the southwest atlantic ocean to foster fisheries, conservation and resilience to climate change",41924168,"['palacios-abrantes j, llompart f, cardoso lg, defeo o, gianelli i, jaureguizar aj, lopes pfm, perez jaa, piccolo nip, piola ar, polejack a, prado lf, saraceno m.']",2026,10.1007/s44289-026-00134-4,TypeEnum.ARTICLE
[some psycho-social consequences of compulsory isolation and preventive distancing measures implemented during the covid-19 pandemic in women with prolonged hospitalisation in an argentinean neuropsychiatric hospital],41528086,"['battista jl, hartfiel m, osella n, percovich nm.']",2026,10.53680/vertex.v36i170.942,TypeEnum.ARTICLE
"[acute respiratory distress syndrome: a clinical and conceptual journey towards a global, valid, and fair definition]",41961611,"['estenssoro e, steinberg e, plotnikow ga.']",2026,,TypeEnum.ARTICLE
innate immune system signaling and intestinal dendritic cells migration to the brain underlie behavioral changes after microbial colonization in adult mice,40068794,"['philip v, kraimi n, zhang h, lu j, palma g, shimbori c, mccoy kd, hapfelmeier s, scharen op, macpherson aj, chirdo f, surette mg, verdu ef, liu f, collins sm, bercik p.']",2025,10.1016/j.bbi.2025.03.012,TypeEnum.ARTICLE
investigating genetic differentiation between brackish and fresh water collections of the arboviral vector aedes aegypti,41593790,"['balcazar d, adams e, surendran sn, ramasamy r, powell jr, gloria-soria a.']",2026,10.1186/s13071-025-07239-3,TypeEnum.ARTICLE
entomophagy in latin america and its potential for sustainability and food security,41929772,"['torres-acosta ri, ruiz-de-la-cruz g, sinagawa-garcia sr, hernandez-trejo a, hurtado-noriega c, gorrin-armas g, mendoza-alatorre m, pico-poma jp, juarez-aragon mc, espinoza-sanchez ea, gasca-alvarez hj, julian-chavez b, sarabia-guevara da, torres-castillo ja, benitez-martinez e, garcia-garcia ld.']",2026,10.3389/fnut.2026.1777578,TypeEnum.ARTICLE
determining the ensemble n-representability of reduced density matrices,41453205,"['ona ob, massaccesi ge, capuzzi p, lain l, torre a, peralta je, alcoba dr, scuseria ge.']",2026,10.1021/acs.jctc.5c01788,TypeEnum.ARTICLE
effective community mobilization: evidence from mali,40453692,"['alzua ml, cardenas jc, djebbari h.']",2025,10.1016/j.worlddev.2025.106956,TypeEnum.ARTICLE
bridging computational power and environmental challenges: a perspective on neural network predictive models for environmental engineering,41561187,"['facuy j, arcos-jacome d.']",2026,10.3389/frai.2025.1708369,TypeEnum.ARTICLE
neuroanatomical convergence between pterosaurs and non-avian paravians in the evolution of flight,41308650,"['bronzati m, watanabe a, benson rbj, muller rt, witmer lm, ezcurra md, montefeltro fc, belen von baczko m, bhullar bs, desojo jb, knoll f, langer mc, lautenschlager s, stocker mr, turner ah, werneburg i, nesbitt sj, fabbri m.']",2025,10.1016/j.cub.2025.10.086,TypeEnum.ARTICLE
in vitro and in vivo studies on the activity and selectivity of butoconazole in experimental infection by trypanosoma cruzi,41538518,"['leite gr, batista ddgj, batista mm, da costa kn, loughlin tm, barrionuevo em, talevi a, aberca ln, moreira oc, faier-pereira a, ferreira bids, soeiro mnc.']",2025,10.1590/0074-02760240234,TypeEnum.ARTICLE
deep learning with satellite images enables high-resolution income estimation: a case study of buenos aires,41544087,"['abbate nf, gasparini l, ronchetti f, quiroga fm.']",2026,10.1371/journal.pone.0338110,TypeEnum.ARTICLE
the expanding h5n1 avian influenza panzootic causes high mortality of skuas in antarctica,41535476,"['iervolino m, gunther a, begeman l, aguado b, bestebroer tm, bellido-martin b, coerper a, fornillo mv, fusaro b, ibanez ae, leijten l, lisovski s, manez mb, reade a, van run p, soto f, wallis b, dewar m, alcami a, beer m, vanstreels ret, kuiken t.']",2026,10.1038/s41598-025-34736-3,TypeEnum.ARTICLE
cultivation-based detection of a novel high-gc nitrospira derived from the argentinian copahue volcano area,41933473,"['spieck e, koch h, kop lfm, keuter s, malinowski m, sass k, sand w, donati e, garcia pp, lucker s, giaveno a.']",2026,10.1111/1462-2920.70290,TypeEnum.ARTICLE
advancing trypanosoma cruzi n-myristoyltransferase as a drug target for chagas disease through in silico discovery and biochemical evaluation,41567861,"['gonzalez garcia d, torres a, talevi a, alberca ln, beltran ma, lara f, da silva ferreira m, farani psg, almeida ic, maldonado ra.']",2026,10.3389/fmolb.2025.1666768,TypeEnum.ARTICLE
are freshwater turtles macro-epibionts indicators of water quality of the streams where the turtles live?,40990720,"['sanchez rm, alcalde l.']",2025,10.1590/0001-3765202520231262,TypeEnum.ARTICLE
