id_koha,titulo,autor,anio_publicacion,tipo_tesis,institucion,anio_titulo
32679,"Señalización arquitectónica del Centro de Las Artes del Espectáculo. Teatro Argentino de La Plata","Champredonde, Mónica",,,,
32894,"Señalización de los colegios secundarios de la Universidad Nacional de La Plata :","Raiberti, Mónica M",,,,
32683,"Señalización de seguridad para astillero Río Santiago","Durán, María",,,,
32931,"Señalización Museo Pampeano","Santi, Silvina",,,,
43100,"Señalización para el Pabellón de Agudos del Hospital Neuropsiquiátrico Dr. Alejandro Korn de Melchor Romero","Griffiths, Angélica Leonor",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1987
32714,"Señalización turística de La Plata","Díaz Colodrero, Rolando Germán",,,,
32719,"Señalización. Campo de deportes del Círculo Policial de la Provincia de Buenos Aires.","Fernández, Rosa",,,,
41810,"Sensación táctil y audiotáctil en la música :","Anzil, Sergio Iván",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP",2016
43140,"Servicio a bordo par colectivos de larga distancia :","Alfano, Ramón",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
43192,"Silla de ruedas","Oré González, Daniel S",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
43240,"Sillón geriátrico :","Monsech, Luis Alberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1987
32612,Simetría,"Szelagowski, Cecilia A. M",,,,
42839,"Sin señal  :","Rives, María Florencia",,"Licenciado en Artes Audiovisuales (orientación Realización).","Universidad Nacional de La Plata. Facultad de Artes",2019
43141,"Sistema audiovisual","Luoni, Verónica Jorgelina",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
28369,"Sistema audiovisual transportable","Garay, Victor Hugo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1981
43134,"Sistema cromático formal para el proceso educativo del niño hipoacúsico","Accoce, Eduardo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
43201,"Sistema de calefacción","Olavarría, Martín",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
40459,"Sistema de calefacción a leña :","Grimozzi, Eduardo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
43111,"Sistema de cocina integral","Fraga, Mariana",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
32817,"Sistema de comunicación para las Escuelas de la Provincia de Buenos Aires","La Motta, Marianela",,,,
32630,"Sistema de cuentos folklóricos infantiles de América","Bianchet, Adriana",,,,
43196,"Sistema de equipamiento bancario","Durante, Carlos",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
43188,"Sistema de equipamiento de oficinas","Legaria, Hugo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
43152,"Sistema de equipamiento para estudio de diseño","Centeleghe, Silvia",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1980?
43185,"Sistema de equipamiento sanitario","Anido, Raúl Eduardo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
43121,"Sistema de equipamiento urbano :","Tornini, Héctor Mario",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1978
43233,"Sistema de equipamiento urbano :","Kanaskevich, Sergio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
32713,"Sistema de identidad visual del Museo de Ciencias Naturales de La Plata","Merino, Ernesto",,,,
32923,"Sistema de identidad visual del sector hortícola del Gran La Plata","Vampa, Martha E",,,,
32911,"Sistema de identificación del Teatro Colón","Naranjo, Gabriela",,,,
32921,"Sistema de juegos didácticos. República de los niños :","Sekiguchi, Lucía",,,,
43131,"Sistema de máquinas de coser","Tello, Mario",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1986
43207,"Sistema de seguridad industrial Olivetti","Aprea, Jorge",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
32901,"Sistema de señales para centro de servicio Citroen","Pedrido, Marcela",,,,
32885,"Sistema de señales para la Estación de cria de animales salvajes","Redaelli, Angel Aníbal",,,,
32914,"Sistema de señales para supermercados","Nessi, Silvana Irma",,,,
32610,"Sistema de señales para un supermercado","Bariani, Luis Julio",,,,
43108,"Sistema de viviendas temporarias","Figliozzi, Mario Claudio Constante",,Tesis.,"Facultad de Bellas Artes. UNLP",1978
43179,"Sistema modular de vivienda temporaria","Zelaya, Luis Alberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1976
32859,"Sistema orientativo para el tránsito vehicular y peatonal, y aplicado a la red de transporte público de la ciudad de La Plata","Gabay, Claudia Marcela",,,,
32655,"Sistema señalético para la Honorable Cámara de Senadores de la Provincia de Buenos Aires","Abbate, Alberto C",,,,
32799,"Sistema visual para terminales de ómnibus del país","Luisoni, María Cecilia",,"Proyecto de graduación ( Diseño en Comunicación Visual).","Universidad Nacional de La Plata. Facultad de Bellas Artes",1984
43258,"Solitos S. A. :","Casco, Guiyermo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
32824,"Subterráneos de Buenos Aires","González, Silvina Haydée",,,,
43139,"Tablero de control inyectoras de plástico :","Chernoff, Jorge",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43169,"Taxi urbano","Serrichio, Sergio Alejandro",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32729,"Teatro ambulante","Pineda, Cristina Soledad",,,,
32618,"Teatro Argentino","Amaya, María Virginia",,,,
32741,"Teatro medieval :","Yacovone, Ana María",,,,
32861,"Teatro Municipal Rafael de Aguier","Galardi, Verónica",,,,
43503,"Teatro para niños y performatividad de género. El teatro infantil platense como estrategia de crianza heteronormada","Casella, Germán Andrés",,"Magister en Estética y Teoría de las Artes.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2019
32645,"Técnicas y desarrollo del moldeado","Piñol, Gricelda A",,,,
43173,"Teléfono público automático","Vozzi, Roberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
32711,Tesis,"Carden, Federico A",,,,
32951,"Tesis de graduación","Torrijos, Javier",,,,
32702,"Tesis de Pintura","Genovés, Graciela",,,,
41550,"Textura en la Danza, una perspectiva posible","Farabello, María Laura",,"Especialización en Análisis de la Producción Coreográfica.","Facultad de Bellas Artes. UNLP",2011
43517,"Tiempo de dalización y vivencia subjetiva del paciente, un aporte desde la Psicolgía de la Música","Larrechart, Silvia",,"Maestría en Psicología de la Música.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2019
43157,"Timón Cable T.V.S.A. (T.V. por cable)","Rudoni, Elena",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1991
32615,"Tissú :","Ayala, Gabriel Antonio",,,,
43221,"Trabajo de tesis","Fontana, Ana María",,Tesis.,"Facultad de Bellas Artes. UNLP",1980
43260,"Tramas y movimientos sugeridos en Vasarely","Monti, Patricia",,Tesis.,"Faculta de Bellas Artes. UNLP",1979
44756,"Transporte escolar","De Girolamo, Osvaldo Ángel",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1981
44757,"Transporte escolar","De Girolamo, Osvaldo Ángel",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1981
43186,"Tres historias","Favero, Alberto",,"Proyecto de graduación.","Faculta de Bellas Artes. UNLP",1973
32599,"Ubicación de una forma escultórica en un espacio abierto","Lombardo, Susana G",,,,
43531,Ulises,"Chaban Heredia, Pedro A",,"Trabajo Final de Licenciatura en Música (Orientación Composición).","Universidad Nacional de La Plata. Facultad de Bellas Artes",[s.f.]
32539,"Un acercamiento a la actividad cerámica como proceso creativo en personas ciegas y disminuidos visuales","Mascherana, Cintia Romina",,,,
28365,"Un estudio de la danza en interacción con la tecnología desde un punto de vista sistémico","Temperley, Susana",,Especialización.,"Facultad de Bellas Artes. Unlp",2016
32718,"Un papel moneda nacional","Garay, Victor Hugo",,,,
32571,"Una experiencia de taller con adolescentes","Gimenez, Nélida",,,,
32671,"Una historia argentina. Editorial","Cuenya, Celia",,,,
43190,"Unidad audiovisual","Marín, Luis Leopoldo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
43123,"Unidad de cocina","Mathov, Carlos",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43145,"Unidad de cocina :","Fuertes, Laura",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43208,"Unidad de cocina :","Arce Alcalá, Adriana",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
43197,"Unidad funcional baño","Calahorra, Guillermo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1978
43245,"Unidad funcional cocina","Denda, Mercedes",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1982
43231,"Unidad funcional de baño","Restivo, Luis Roberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
43198,"Unidad hospitalaria","Massigoge, Guillermo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
43220,"Unidad móvil de servicios automóviles","Monastra, Mario Vicente",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1981?
43175,"Unidad sanitaria móvil","Viguera, Sergio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1982
43206,"Vajilla para hotel :","Dalponte, Graciela",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
32783,"Van Gogh y Gauguin :","Eliscovich, Clarisa Fedora",,,,
43180,"Vehículo acuático de recreación","Pollak, Juan Pablo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43117,"Vehículo acuático, biplaza, para recreación","Tellechea, Mario",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43209,"Vehículo náutico :","Arce Alcalá, Adriana",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
43168,"Vehículo para contraste de medidores :","Simón, Jorge",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
43243,"Vehículo para taxi :","Ottaviano, Orlando Manuel",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1981?
43097,"Vehículo para transporte de pasajeros","Borri, Carlos Alberto",,Tesis.,"Facultad de Bellas Artes. UNLP",1970
43178,"Vehículo playero anfibio :","Juárez, Luis",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43161,"Vehículo urbano para lisiados :","Brunatti, Julio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
43199,"Vehículo utilitario todo terreno","Isatis, Rodolfo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
43112,"Vehículos diesel en el tráfico ferroviario","Peluso, Oscar H",,"Profesorado de Dibujo Técnico.","Escuela Superior de Bellas Artes",1957
43147,"Vehículos infantiles armables","Boue, Cecilia",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1986
31364,"Venas :","Escobar, Diego",,,,
32742,"Vestuario indígena argentino","Pereiras, Mónica Delia",,,,
32497,"Vida y obra de Leónidas","Iacopetti, Lido",,,,
43542,"Viejos sonidos subalternos :","Eckmeyer, Martín",,"Doctorado en Arte. .","Universidad Nacional de La Plata. Facultad de Artes",2020
32687,"Villa Ceferino. Centro barrial","Castro, Carlos Javier",,,,
43143,"Vivienda temporaria para obreros :","Cavalli, Jorge Carlos",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
42785,"Y la lluvia también","Melchor, Tame",,"Licenciado en Artes Audiovisuales (orientación Realización).","Universidad Nacional de La Plata. Facultad de Artes",2019
43156,"Zorra de ferrocarril :","Portillo, Ricardo Salvador",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1978
