id_koha,titulo,autor,anio_publicacion,tipo_tesis,institucion,anio_titulo
43507,"Incremento de la calidad sonora en salas para música a partir de la configuracióndel campo acústico temprano","Basso, Gustavo Jorge",,"Doctorado en Arte.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
43214,"Incubadora de premanturos","Chacón, Carlos Alberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1980
32647,"Indagación teórica y práctica para la determinación de la ornamentación cerámica de la Capilla de San Mateo","Regalado, Sofía Susana",,,,
32692,"Industria metalúrgica Batisiti Hnos. S.A.C.I.F.I.  :","Curubeto, Sergio Rodolfo",,,,
32701,"Informe de trabajo de tesis","Cohen, José Ricardo",,,,
32771,"Informe sobre trabajo final","Gray, Virginia",,,,
32583,"Iniciación musical del niño a través del piano","Minoglio, Marta Beatríz",,,,
43459,"Inmiscible para orquesta","Ramírez Molina, Julián",,"Trabajo Final de Licenciatura en Música (Orientación en Composición).","Universidad Nacional de La Plata. Facultas de Bellas Artes",2018
32882,"Instituto Médico Platense","Rosato, Juliana",,,,
32827,"Instituto Nacional de Tecnología Agropecuaria :","González, Amanda",,,,
32949,"Instituto Olazábal. Ortopedia y Traumatología","Talento Amato, Julieta",,,,
32835,"Instrumentación y aplicación audiovisual, packaging, afiches y folletos","Maciel, María Guillermina",,,,
32930,"Instrumentación y aplicción, audiovisual, packaging, afiches, folletos y papelería","Stiberman, Silvia",,,,
32769,"Intento de rearticulación del código visual figurativo a partir de una especial interrelación plástica por contraste de opuesto","Ibarra, Raúl A",,,,
43109,"Interiores de muebles de cocina","Iacono, Claudio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43165,"Interiores de placards","Llanos, Raquel Edith",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
32663,"Intex Trading S.A. :","Capullro, Clarisa",,,,
43496,"Introducción a la clave tonal baja para fotografía digital acromática :","Ercolalo, Ricardo J. A",,"Especialista en Lenguajes Artísticos.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
32552,"Inventario, catalogación y estudio diagnóstico :","Ferreyra Ortiz, Luis Manuel",,,,
32569,"Investigación y experiencias de mi actividad docente sobre el desarrollo de la educación musical e iniciación con flauta dulce","Briff, Gabriel Roberto",,,,
32774,"Investigaciones sobre la naturaleza muerta","Añón Suárez, Daniel Honorio",,,,
32838,"Jardín Botánico Municipal :","Guicciardini, Angela",,,,
32897,"Jardín de la paz. Paseo del Bosque","Oñativa, Eugenia",,,,
32834,"Jazz; historia y presencia","Maidana, Paula",,,,
43130,"Juego para jardín de infantes :","Tauil, Ricardo G",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32651,"Juegos barriales  :","Arismendi, Julio",,,,
43553,"Junio, julio y Alfredo","Corthey, Francisco",,"Licenciatura en Música (orientación en Composición).","Universidad Nacional de La Plata. Facultad de Bellas Artes",[s.f.]
43148,"Kiosco para Parque Palermo","Barbato, Mónica",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1986
41812,"La acéntica :","Siminovich, Gustavo",,"Doctorado en Artes.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
43544,"La ansiedad por Perfomance Musical como emergente de las modalidades de intervención docente durante la clase de instrumento","Conti, Gabriela",,"Tesis de Maestría.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
32513,"La arquitectura religiosa en Buenos Aires durante el período hispánico a través de tres edificios :","Di Maria, Graciela Alicia",,,,
41807,"La bandola en el trío de cuerdas andino colombiano :","Balcázar, Carlos Eduardo",,"Maestría en Psicología de la Música.","Facultad de Bellas Artes. UNLP",2017
44432,"La Belle Époque Argentina. Arte, arquitectura doméstica y diseño de muebles aplicados a la decoración de interiores burguesas (1860-1936)","Anderson, Ibar Federico",,"Doctorado en Arte Contemporaneo Latinoamericano.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2013
32638,"La caja de previsión social para abogados de la Provincia de Buenos Aires","Bruno, Silvia",,,,
43334,"La canción :","Nadal Testa, Javier",,"Licenciatura en Música (orientación: Música Popular.","Universidad Nacional de La Plata. Facultad de Bellas Artes",[201?]
32591,"La canción alemana desde los minnesingers hasta Schubert y Schumann","Duncan Bennett, Roberto Alphonso",,,,
32499,"La caza y la muerte del animal en relieves y pinturas de la antigüedad","Sánchez, María Elisabet",,,,
32631,"La cerámica como método para la formación del niño en la edad escolar","Broilo, Mónica Virginia Moncerrate Fátima Ursula",,,,
39456,"La comprensión de la estructura musical :","Ortega, Gabriela Alicia",,Maestría.,"Facultad de Bellas Artes. UNLP",2014
41811,"La comunicación intersubjetiva en la práctica del coro :","Ordás, Manuel Alejandro",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP",2016
32652,"La comunicación visual de las vitrinas del área de paleontología del Museo de Ciencias Naturales de La Plata","Allende, María Guillermina",,,,
39971,"La condición romántica del siglo XIX Europa y América :","Guzman, Gerardo",,,,
32541,"La conservación patrimonial y la resignificación de la práctica disciplinar artística a través de la elaboración del registro sensible","Báez, Ana Lía",,,,
32491,"La construcción de una nación pintoresca :","Ríos, Claudia Patricia",,,,
32542,"La Cultura Visual en el Río de La Plata 1834-1852 :","Fukelman, María Cristina",,,,
41207,"La danza desde una perspectiva perfomática. Análisis de dos casos :","Montequin, Diana",,"Especialización en Danza.","Facultad de Bellas Artes. UNLP",2015
44148,"La década del sesenta :","Pérez Pesado, María Mercedes",,,,
44149,"La década del sesenta :","Pérez Pesado, María Mercedes",,,,
44150,"La década del sesenta :","Pérez Pesado, María Mercedes",,,,
43523,"La deserción educativa en los institutos de música terciarios :","Lafleur, Julieta",,"Especialización en Lenguajes Artísticos.","Universidad Nacional de La Plata. Facultad de Artes",2020
32755,"La educación artística :","Gago, Lorena Noemí",,,,
43512,"La enseñanza de la imagen en secundaria superior de artes visuales :","Castellani, Adrián",,"Especialización en Lenguajes Artísticos.","Uniersidad Nacional de La Plata. Facultad de Artes",2019
32750,"La escenografía y el absurdo","Báez, Ana Lía",,,,
44530,"La escritura sobre arte en argentina en los años sesenta. La crisis de las referencias extranjeras y la expansión de la perspectiva latinoamericana = La littérature sur l'art en argentine pendant les années soixante. La crise des références étrangères et l'extension de la perspective latino-américaine","Gustavino, Berenice",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP/ École doctorale Arts, Lettres, Langues",2014
44531,"La escritura sobre arte en argentina en los años sesenta. La crisis de las referencias extranjeras y la expansión de la perspectiva latinoamericana = La littérature sur l'art en argentine pendant les années soixante. La crise des références étrangères et l'extension de la perspective latino-américaine","Gustavino, Berenice",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP",2014
44532,"La escritura sobre arte en argentina en los años sesenta. La crisis de las referencias extranjeras y la expansión de la perspectiva latinoamericana = La littérature sur l'art en argentine pendant les années soixante. La crise des références étrangères et l'extension de la perspective latino-américaine","Gustavino, Berenice",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP",2014
28357,"La experiencia narrativa y la comprensión metafórica del tiempo musical","Jacquier, María de la Paz",,Posgrado.,"Facultad de Bellas Artes. Unlp",2011
32587,"La expresión corporal en el jardín de infantes","Casper, Graciela",,,,
32765,"La figura humana","Bianconi, Silvia",,,,
29956,"La Figuración en el Arte Argentino Contemporáneo :","Rueda, María de los Angeles de",,"Magister en Estética y Teoría de las Artes.","Universidad Nacional de La Plata. Facultad de Artes",2000
32564,"La flauta dulce y sus lenguajes musicales","Persico, Gabriel",,,,
32494,"La forma orgánica y la forma geométrica. El color","Caporale, María Rosa",,,,
32650,"La geología física en la cerámica","Franchimont, Carlos A",,,,
32804,"La granja de los niños","Battista, Roxana",,,,
43098,"La guitarra en el siglo XX :","Rodríguez, Nicolás Ezequiel",,"Licenciatura en Música (orientación Guitarra).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
43548,"La guitarra en la música latinoamericana :","Dávila Feinstein, Julieta",,"Licenciatura en Música (orientación Guitarra).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2015
32698,"La imagen mural :","Ramírez, Susana Alicia",,,,
32500,"La importancia de la creatividad en el arte y la educación","Branda, María Jorgelina",,,,
32586,"La improvisación como actividad básica del niño en la educación musical","Venerandi de Mendoza Pinto, Elsa M",,,,
32547,"La inespecificidad del artista :","Koldobsky, Daniela",,"Magister en Estética y Teoría de las artes.","Facultad de Bellas Artes. UNLP",2009
42780,"La inscripción del yo y la (auto)puesta en escena en Diario de David Perlov","Khourian, Hernán",,"Tesis de doctorado.","Universidad Nacional de La PLata. Facultad de Artes",2020
42786,"La inscripción del yo y la (auto)puesta en escena en Diario de David Perlov","Khourian, Hernán",,"Doctorado en Artes. .","Universidad Nacional de La Plata. Facultad de Artes  ",2019
32770,"La integración de las líneas y de los planos configurados en un espacio pictórico","Guindani de Rugani, Gloria Fausta",,,,
43522,"La integración de las TIC enriquecen las prácticas pedagógicas en el Conservatorio ""Juan Carlos Paz""","Figueredo, Marina Luján",,"Especialización en Lenguajes Artísticos.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
43052,"La liberación del bajo cubano :","Scattini, Tomás",,"Licenciatura en Música (orientación Música Popular).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
42934,"La memoria de los materiales :","Librandi, Nancy Beatriz",,"Doctorado en Artes.","Universidad Nacional de La Plata. Facultas de Artes",2020
32568,"La obra pianística de Alberto Williams :","Sáenz, Juan Bautista",,,,
32775,"La pintura moderna de los Estados Unidos","Maylin Biron, Alejandro",,,,
42783,"La pronunciación como variable expresiva en el canto en español :","Guzmán, Mariano Nicolás",,"Licenciado en Música (orientación Dirección Coral).","Universidad Nacional de La Plata. Facultad de Artes",2018
39417,"La representación de la altura musical en la notación :","Herrera, Romina",,Maestría.,"Faculta de Bellas Artes. UNLP",2014
42840,"La República de los Niños :","Carrascosa, Nuria",,"Licenciado en Comunicación Audiovisual (orientación en Realización de Cine, TV y Video).","Universidad Nacional de La Plata. Facultad de Artes",2019
43546,"La resistencia de la música coral índigena en Ecuador :","Mosquera Recalde, Fernando Gabriel",,"Linciatura en Música (orientación en Dirección Coral).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2016
32537,"La serigrafía artística :","Di Bitetti, Marta",,,,
32588,"La serva padrona","Picone, Eduviges",,,,
32495,"La simetría en Escher","Court, Estela M",,,,
32766,"La utilización de fondos sugerentes como factor generador de imágenes en la pintura","Motti, Guillermo Félix",,,,
32898,"Laboratorio de electrónica Renca","Paus, Ana María",,,,
43160,"Laboratorio fotográfico portable :","Bórquez, Eduardo Luis",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985?
43176,"Lancha para transporte de pasajeros :","Veliscek, Sergio O",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1983
43191,"Lancha sanitaria","Dunogent, Ricardo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32892,"Lanzamiento del Champaña Navarro Correas","Pérez Dimitroff, Mariel C",,,,
30877,"Las bases psicológicas de la interpretación en el canto  Les fondements psychologiques des adresses expressives du chanteur","Mauleón, Claudia",,,,
30937,"Las bicicletas de Fernando Traverso, entre lo político y la poética","Esquivel, Carlos Alcibíades",,,,
32792,"Las cartas de Propp (Material didáctico para la enseñanza de la lengua)","Lizarriturri, Ivanna",,,,
32926,"Las Crackers de Managua. Sistema de identificación visual para el lanzamiento de una línea de productos.  :","Soca, Ana Inés",,,,
32776,"Las luces y las tensiones en la no figuración","Junyent, Myrna Gloria",,,,
40150,"Lectura pianística :","Tuñez, Miriam",,"Magister en Tecnología Informática Aplicada en Educación.","Facultad de Informática. UNLP",2015
32608,"Legislatura :","Rodríguez, Aurelia Elena",,"Trabajo final.","Escuela Superior de Bellas Artes. Escuela de dibujo",1956
31556,Legüero,"Paéz, Christian",,,,
31371,Lentejuelas,"Farabello, María Laura",,,,
32955,"Lepra :","Weissberg, María Elena",,,,
32818,"Libro de lectura para segundo grado de la primaria","La Placa Haus, Giannina",,,,
43142,"Línea de balanzas :","Delucchi, Nelly Silvia",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
43242,"Línea de barredoras :",,,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32912,"Línea de indumentaria informal","Negrelli, Daniel Osvaldo",,,,
32700,"Lo enigmático, lo fantástico, lo inesperado","Scafati, Domingo César",,,,
32768,"Lo esencial óptico de la imagen","González, Mirta Ester",,,,
43385,"Lo inasible :","Cuevas, Rosalba Inés",,"Licenciatura en Artes Plásticas (Orientación a Pintura).","Universidad Nacional de La Plata. Facultad de Bellas Artes",[s.f.]
39695,"Lo siniestro en la obra del diseñador inglés Alexander McQueen","Rivera Gómez, Elizabeth",,,,
31082,"Los insectos en la religión","Espósito, Carlos Alberto",,,,
36058,"Los referentes pictóricos y la puesta en escena del imaginario cultural en cine iberoamericano moderno y contemporáneo","Satarain, Mónica Lilian",,,,
32744,"Los títeres","De Santis, Noemí",,,,
32754,"Los vínculos en el Taller :","Anguio, María Bibiana",,,,
32540,"Luis Tessandori :","Sánchez Pórfido, Elisabet",,,,
32748,Macbeth,"Dauguet, Héctor",,,,
32813,"Manual de identidad corporativa para la Comedia de la Provincia","Jastrzebski, Patricia",,,,
32922,"Manual de identidad institucional. Municipalidad de Quilmes","Sauce, Alberto",,,,
32635,"Manual de identidad visual corporativa para Parque Caviahue S.A.","Brusa, Cecilia",,,,
32836,"Manual de normas visuales","Gutiérrez, Nicolás",,,,
43227,"Máquina cortadora de césped :","Martínez Conte, Domingo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1987
43150,"Máquina de coser portátil :","Ciera, Jorge Omar",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1979
43129,"Máquina múltiple de carpintería","Simonetti, Eduardo A",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32821,"Material didáctico para la escuela nº 509 (Hospital de niños)","Meneses, Marcela",,,,
32603,"Material didáctico para niños con dificultades en el aprendizaje de la lectoescritura","Burgos, Alejandra",,,,
32826,"Material didáctico sobre educación sexual para niños de 4 a 10 años","Luján, Sandra",,,,
43110,Menaje,"Gadler, Silvio Víctor José",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
32619,"Mercado regional La Plata","Arce, María Alejandra",,,,
43155,"Mesa y asiento para dactilógrafo :","Galán, María Beatriz",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1980
39570,"Metáforas sonoras en la obra Pierrot Lunaire de Arnold Schönberg","Pance, Alejandro Gabriel",,"Licenciatura en Música (orientación Dirección Orquestal).","Universidad Nacional de La Plata. Facultad de Bellas Artes",[201?]
32811,"Método gráfico de enseñanza","Innaro, María Luján",,,,
32724,"Método gráfico para lecto-escritura","Echeverría, María Virginia",,,,
43541,"Mi alma no la atraparás","Burgos, Mariano Leonel",,"Linceciatura en Comunicación Audiovisual (orientación en Realización de Cine, Video y TV).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
32833,"Micros de La Plata","Manzo, Gustavo del",,,,
43533,"Miércoles en Macondo. Basada en La Hojarasca de G. García Márquez","Isgro, Juan Ignacio",,"Tabajo Final de Licenciatura en Música (Orientación en Composición).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2014
43316,"Mies van der Rohe, pabellón alemán :","Martín Boden, María A",,"Trabajo final.","Escuela Superior de Bellas Artes",1959
32565,"Miram hace música  :",,,,,
43167,"Mobiliario de cocina","Jure, Carlos Alberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1987
43238,"Mobiliario para jardín de infantes","Ortega, Patricia",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1986
32696,"Modificaciones de la figuración en la composición mural como consecuencia de las técnicas utilizadas","Terzaghi, María Cristina",,,,
43524,"Monotopos: teoría tradicional y eurocentrismo en la formación profesional del guitarrista académico :","Pappadopoulos, Jorge Daniel",,"Tesis doctoral.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2017
43187,"Moto múltiple agrícola","García, Mario R",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1975
43251,"Motocicleta :","Lasalde, Héctor Luis",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
44692,"Motocicletas de carga","Pose, Eduardo Alejandro",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
44693,"Motocicletas de carga","Pose, Eduardo Alejandro",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1977
43230,"Movícola. Unidad móvil de mantenimiento avícola :","Malano, Hugo A",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1982
43215,"Móvil acuático y recreativo","Brunengo, José Antonio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43125,"Móvil naútico para recreación","Kofman, Alicia Gladys",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43107,"Móvil para vivir de viaje","Ortega, Claudia I",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1982
32644,"Mujeres argentinas","Melo, María Florencia",,,,
32501,"Municipal de La Plata","Bazán, María del Carmen",,,,
32808,"Municipalidad de Santa Rosa, La Pampa :","Garfinkel, Claudio",,,,
43116,"Museo de Ciencias Naturales de La Plata","Games Montesinos, Marta",,"Trabajo final.","Escuela Superior de Bellas Artes. UNLP",1958
32803,"Museo Dr. Emilio Azzarini :","García Ceppi, María Alejandra",,,,
32611,"Museo municipal de Bellas Artes","Battista, Adriana",,,,
32659,"Museo Provincial de Bellas Artes","Badino, Juan Carlos",,,,
32979,"Museo Provincial de Bellas Artes. Programa de identidad visual","Ratto, Laura Elvira",,,,
43549,"Música Country :","Ruíz, Mauro Agustín",,"Licenciatura en Música (orientación Guitarra).","Universidad Nacional de La Plata. Facultad de Bellas Artes",[s.f]
39340,"Música e infancia en riesgo :","Dillon, Guillermo A",,Maestría.,"Facultad de Bellas Artes. UNLP",2012
43515,"Música Imagen y cuerpos. Arte indisciplinario de América Latina :","Duarte Loza, Daniel Martín",,"Doctorado en Artes -Línea de formación en Arte Contemporáneo Latinoamericano.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
43499,"Música original para el cortometraje: ¡Que! entre aguas y violines","Bayala, Manuel",,,,
32589,"Música para percusión y orquesta","Fiore, Francisco",,,,
43567,"Música, movimiento, imagen y sonido :","Vives, Silvia Inés",,"Licenciatura en música con orientación en Composición.","Universidad Nacional de La Plata. Facultad de Artes",2023
32798,"Ninive S.A.C.I.F.I.A. Identidad de Productos :","Lozano, María Cecilia",,,,
32829,"Normalización de imagen para la Dirección de la Juventud Municipalidad de La Plata","Guingold, Gabriela",,,,
43193,"Núcleo de cocina","Tellechea, Mario",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43241,"Núcleo de cocina","Sánchez, María Martha",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
43114,Obrador,"Huala, Gustavo A",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984/85
32579,"Ocurrencias (Prolegomeno 9) :","Gatica, Alejandro J",,,,
32676,"Oficina de Defensa del consumidor","Carranza, Carlos",,,,
32860,"Oficina de la mujer","Galli, Flavia",,,,
43124,"Ómnibus de larga distancia","Malleret, Jorge Hernán",,,,
43144,"Ómnibus larga distancia :","Challiol, Bernardo",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
32666,"Organicación de la información en edificio universitario","Castro, María Gabriela",,,,
32675,"Organización de los servicios del Club Comunicaciones","Castro, María Cecilia",,,,
43257,"Organización odontológica Centauro :","Giunta, Ana Paula",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1991
32633,"Orígenes y evolución del mural cerámico en la Argentina","Botta, Susana",,,,
43551,"Palabras de agua :","Kippes, Luisina",,"Licenciatura en Música (orientación en Composición) - .","Universidad Nacional de La Plata. Facultad de Artes",2016
32747,"Paralelos del Teatro Popular del Siglo XVIII Veneciano y del Teatro del Sainete de Principios de Siglo en la argentina :","Di Constanzo, María Bernardita",,,,
32624,"Parque industrial General Pico","Bonessi, Guillermo",,,,
44162,"Pasta-pasta coloreada","Ugartamendia, Nora Inés",,,,
44163,"Pasta-pasta coloreada","Ugartamendia, Nora Inés",,,,
44164,"Pasta-pasta coloreada","Ugartamendia, Nora Inés",,,,
32661,"Pastas coloreadas, baldosas, módulos","Tedeschi, Angela",,,,
44165,"Pautas para un teatro nacional","Lagomarsino, Hugo",,,,
44166,"Pautas para un teatro nacional","Lagomarsino, Hugo",,,,
43470,"Pedro y el Lobo de Serguéi Prokófiev","Iglič, Victoria Sofía",,"Licenciatura en Música (orientación en Dirección Orquestal).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2006
41805,"Pegame :","Barragán, Rosana",,"Maestría en Estética y Teoría de las Artes.","Facultad de Bellas Artes. UNLP",2014
29896,"Percepción auditiva, representación y notación de estructuras métricas de pie binario","Molinari, Leticia",,"Maestría en Psicología de la Música.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2010
41806,"Percepción musical en formato audio y audiovisual :","Piezzi, Adriana María",,"Maestría en Psicología de la Música.","Facultad de Bellas Artes. UNLP",2016
43527,"Performatividad en la Performance (Argentina 1995 -  2015)","Saucedo, Calixto",,"Doctorado en Artes.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
32646,"Periódico quincenal de artes marciales :","Berardi, María Gabriela",,,,
32830,"Petroken. Petroquímica Ensenada S.A.","Martinez, María Inés",,,,
32814,"Petroquímica Ipako. Seguridad industrial","Jones, Jacqueline",,,,
32669,"Pintura ingenua","Blanc, Olga",,,,
32614,"Plan editorial municipal Almafuerte","Avinceta, Daniel E",,,,
32797,"Plan solidario contra la desnutrición infantil Plan Padrinazgo","López, Stella Maris",,,,
43516,"Plataforma inmersiva de producciones acusmáticas","Luna, Fabián Esteban",,"Maestría en Psicología de la música.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
43513,"Poéticas Arquitectónicas :","Lamas, Raúl Horacio",,"Doctorado en Artes.","Universidad Nacional de La plata. Facultad de Bellas Artes",2019
43502,"Poéticas en papel :","Mahler, Melanie",,"Maestría en Estética y Teoría de las Artes.","Universidad Nacional de La Plata. Facultad de Bellas Artes",2018
32953,"Policlínica privada","Tufró, María Gabriela",,,,
32590,"Presentación de trabajo de Audición Final: Stabat Mater de Franz Joseph Haydn","Saúl, Emir Omar",,,,
32749,"Presentación escénica de la ópera La Boheme de Puccini","Aguirre, José María",,,,
32561,"Problemática del arte indigena actual","Muñoz Cobeñas, Leticia A",,,,
32710,"Proceso de síntesis de formas articuladas por planos","Kistenmacher, Gloria María de los Ángeles",,,,
32717,"Programa Chicos de la calle","Gabarrot, Silvia",,,,
32819,"Programa de identidad corporativa","Moratti Serrichio, Andrea",,,,
32925,"Programa de identidad corporativa. Escuela de educación especial Nº 517","Sánchez, Ana María",,,,
32634,"Programa de identidad para el Instituto de Psicopedagogía especial (IPE)","Caporali, María F",,,,
32695,"Programa de identidad para el Museo Provincial de Bellas Artes","Bonifacio Rossel, Gabriela Germanine",,,,
32678,"Programa de identidad visual de City Bell","Castilla, Mariana",,,,
32677,"Programa de identidad visual del Aero Club de La Plata","Castañeda, Carla",,,,
32627,"Programa de identidad visual para la ciudad de Chascomús","Bonavita, Ana Julia",,,,
32908,"Programa de identidad visual para la subsecretaría de Turismo de la Provincia de Buenos Aires","Miranda, Julio Martín",,,,
32670,"Programa de identidad visual. Institución Casa del niño :","Chianea, Fernando",,,,
32685,"Programa de imagen institucional. Hospital zonal especializado Dr. Noel H. Sbarra","Díaz, Sandra R",,,,
32815,"Programa de prevención de la discapacidad","González, Clara Raquel",,,,
32712,"Programa de promociones estudiantiles para establecimientos primarios y secundarios","Petrelli, Fabiana",,,,
32976,"Programa de turismo estudiantil","Losada, Patricia",,,,
43132,"Promoción turística de Catamarca","Alexandro, María Cecilia",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1991
32731,"Propuesta pedagógica para el curso de iniciación a la escenografía","Serafini, Viviana",,,,
32927,"Propulsora Siderúrgica","Somma, Silvio Diego",,,,
32621,"Proyecto de Graduación en Comunicación Visual","Arcodia, Cecilia Gilda",,,,
32810,"Proyecto de Graduación en Comunicación Visual","Harriet, Mónica",,,,
32725,"Proyecto de identidad de la ciudad de Chascomús","Ezquiroz, Gabriela Virginia",,,,
32954,"Proyecto de identidad visual de Adriático Paddle","Yalet, Mónica",,,,
43254,"Proyecto de regulación de los sistemas visuales en la vía pública de la Ciudad de La Plata","Scola, Guillermo Horacio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
32595,"Proyecto de un monumento a los estudiantes","Rodríguez del Pino, Eduardo Hugo",,,,
32636,"Proyecto de un monumento a los niños ubicado en la plazoleta de acceso sobre el camino Gral. Belgrano de la República de los Niños","Toffoli, Sara Luisa",,,,
32639,"Proyecto de un monumento en el hipódromo de la Ciudad de La Plata","Toffoli, María Beatriz",,,,
32686,"Proyecto de un sistema de señales para la indicación de nomenclaturas y sentidos de circulación de las arterias urbanas de la ciudad de La Plata y alrededores","De Blasio, Rubén",,,,
32641,"Proyecto imagen de empresa Las Grutas","Díaz, Gustavo M",,,,
32924,"Proyecto Programa ASER","Santamaría, Damián",,,,
43171,"Pulverizador eléctrico","Vozzi, Roberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
43216,"Pupitre escolar y silla","Brunengo, José Antonio",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1988
42953,"Rastros :","Karakachoff, Pedro M. A",,"Licenciado en Artes Plásticas (orientación Grabado y Arte Impreso).","Universidad Nacional de La Plata. Facultad de Artes",2021
29515,"Realidad perceptual de la nota como unidad operativa del pensamiento musical","Burcet, María Inés",,Maestría.,"Facultad de Bellas Artes. Unlp",2014
43534,"Recursos vocales y uso del texto en la obra de Luciano Berio","Cingolani, Juan Manuel",,"Tesis de grado. Licenciatura en Música (Orientación Composición).","Universidad Nacional de La Plata. Facultad de Bellas Artes",2015
43255,"Rediseño de la colección de cuentos ""Pan Flauta"" de Editorial Sudamericana","Funes, Nora",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1989
32888,"Rediseño de la colección de fascículos Crónica Argentina","Piñeyro, Marcelo",,,,
32822,"Rediseño de publicación","Merino, Oscar",,,,
32958,"Rediseño del quincenario El Mundo de Berisso","Velázquez, Fernando R. Iván",,,,
32699,"Rediseño editorial. Diario pionero","Guitelmann, Sara",,,,
43509,"Reflexiones sobre la educación artística :","Cozzi, Teresa",,"Trabajo de Especialización en Lenguajes Artísticos.","Universidad Nacional de La Plata. Facultad de Bellas Artes",[2017]
43146,"Refugio de montaña :","Bendinger, Alberto",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1985
43122,"Refugio instantáneo :","Vázquez, Miguel A",,"Proyecto de graduación.","Facultad de Bellas Artes. UNLP",1984
41808,"Registro en 3 dimensiones de bienes culturales. Aplicaciones al arte contemporáneo","Morita, María Mercedes",,"Doctorado en Artes.","Facultad de Bellas Artes. UNLP",2016
32566,"Renacimiento Alemán :","Diaz Arturi de De Caroli, Lilia D",,,,
32662,"Renacimiento francés","Ferrari, Lucía",,,,
42553,"Representaciones olvidadas en la historia del arte de los Argentinos :","Sciorra, Jorgelina Araceli",,"Maestría en Estética y Teoría de las Artes.","Universidad Nacional Nacional de La Plata. Facultad de Artes",2019
32704,"Revista Champion","Meroni, Pablo Alejandro",,,,
32917,"Revista Multicompras. Diseño editorial","Sanchez, Julieta",,,,
32570,"Salmo orquestal","Larrañaga, Héctor Jorge de",,,,
32879,"San Martín S.A. Imágen de empresa","Rodríguez, Martha E",,,,
32623,"Sanatorio modelo Islas Malvinas","Bonafini, Marcelo",,,,
